   -0.11851105	    0.73602844
   -0.00614413	    0.30614471
    0.24650404	    0.30255455
    0.11051358	    0.29991329
    0.25582558	    0.31231509
    0.17781452	    0.31718544
    0.16689634	    0.30496368
    0.03831077	    0.31393841
   -0.14623990	    0.30734342
    0.35972740	    0.30867079
    0.10284998	    0.30843610
    0.23571282	    0.31264887
   -0.04410183	    0.74143159
    0.07905962	    0.73641543
  -11.31371425	    0.72535320
    0.06260484	    0.36785291
    0.07951958	    0.26260898
    0.04175235	    0.25884441
    0.16910336	    0.29683177
    0.19876657	    0.34256111
    0.20474761	    0.30504873
    0.07118067	    0.30762606
   -0.02019236	    0.30596997
    0.07693261	    0.30756913
    0.00136961	    0.17925931
    0.24935174	    0.31520726
   -0.47281914	    0.17676788
    0.02478744	    0.17917572
    0.23969611	    0.30339928
    0.19174182	    0.30961199
    0.17180469	    0.30111457
   -0.00984489	    0.29718994
    0.16313776	    0.30259590
    0.20670406	    0.29847633
    0.09021853	    0.31413251
   -0.04099465	    0.15930879
