   0.2198244789	  0.3679598044
   0.1820861672	  0.1519049184
   0.2826720086	  0.1495011052
   0.2276197020	  0.1487333470
   0.2701041460	  0.1548212887
   0.2373135736	  0.1572502143
   0.1611211260	  0.1511348420
   0.0763625382	  0.1554911646
  -0.0311746466	  0.1515947085
   0.7135668017	  0.1529901094
   0.2757900177	  0.1520869728
   0.5408119147	  0.1549171095
   0.3290766322	  0.3706024656
   0.3681932261	  0.3689368402
   0.3604623220	  0.3603678504
   0.3857242086	  0.1838693331
   0.2175140528	  0.1314356363
   0.0874480331	  0.1290573470
   0.3928400202	  0.1479762423
   0.2514077943	  0.1707848626
   0.1375653253	  0.1509230900
   0.1447086122	  0.1531835401
   0.1784763570	  0.1519575184
   0.1400936263	  0.1518167665
   0.0915977450	  0.0904661792
   0.2911458476	  0.1577982901
  98.4907657327	  0.0816230149
   0.2636618573	  0.0901480589
  -0.3874033379	  0.1507092013
   0.2204322169	  0.1533291004
   0.4647959240	  0.1508393248
   0.1381054743	  0.1485480928
   0.2238173432	  0.1502901467
   0.2951614679	  0.1481891679
   0.2229254902	  0.1551385739
   0.0663532207	  0.0800650041

